SYMBOL	meta2d_pvalue
Ifi207	5.94138
Ifi211|||Ifi204	3.5036
Ifi203|||LOC100862473|||LOC102641031	2.77963
Ifi202b|||LOC100044068	0.839448
Ifi205	1.83145
Olfr231	0.669089
Olfr419	1.15323e-14
Grem2	2.94347e-10
Rgs7	5.78469
Fh1	6.66182e-06
Opn3	0.0201854
Chml	1.57283
Pld5	0
Rbm8a2	2.21963e-08
Cep170	2.97006
Mir350	6.3474
Akt3	1.10828e-08
Adss	0.704133
Hnrnpu	5.03276e-08
Smyd3	5.92426e-05
Rpl29|||Gm8210|||Gm13213|||Gm8580|||Gm10548|||Gm38503|||LOC102634483|||LOC102640295	3.79723
Tfb2m|||Gm1818	2.09819
Ahctf1	0.00296011
Coq8a	0.463159
Psen2	4.22989
Gm5069	3.60241e-12
Stum	0
Mixl1	0.118977
H3f3a|||Gm12657|||H3f3c	2.12534
Ephx1	0
Nvl	3.35534
Wdr26	2.34094e-06
Ccdc121	0.463229
Lbr	0
Enah	7.48466
Vmn1r1	2.20273e-09
Degs1	0
Fbxo28	2.57024
Capn2	0
Ccdc185	0.000119976
1700056E22Rik	0.000451848
Hlx	3.24403e-10
Marc1	0
Marc2	0.503802
C130074G19Rik	0.600681
Mark1	1.874e-14
Iars2	1.28836
9630028B13Rik	0.411927
Lyplal1	0
Tgfb2	0
Rrp15	7.43868e-11
Spata17	0.0202713
Kctd3	0
Kcnk2	2.75832e-06
Pdcd5-ps|||Pdcd5	0.0572133
Cenpf	0.492464
Smyd2	0.052132
Prox1	0
Rps6kc1	1.3124e-07
Vash2	2.23318e-09
Flvcr1	3.72523
Tatdn3	2.05045
Fam71a	0
Atf3	5.00044
Nenf	6.26037e-07
Ppp2r5a	7.79064e-10
Dtl	1.66959
1700034H15Rik	5.29646
Traf5	0.000583617
Gstp-ps|||Gstp2|||Gstp1	0
Rcor3	0
Hhat	0
A730013G03Rik	3.34944
Sertad4	5.79387e-09
Syt14	5.9092e-12
Diexf	0
Traf3ip3	0
Hsd11b1	0
G0s2	7.01274
Camk1g	2.9894
Mir205	0
Cd46	3.58486
Cr1l	1.99812
Cr2	5.66656e-09
Cnksr3	1.22767e-08
Ipcef1	2.48381
Rgs17	0.0528826
Mtrf1l	2.85638
Fbxo5	0.00035105
Syne1	0.217742
Rmnd1|||Gm5512	1.95584
Zbtb2	1.91885e-13
Lrp11	9.42051
Nup43	0
Lats1	8.84306e-13
Katna1	0.000126866
Ppil4	1.24198e-06
Zc3h12d	1.97633e-05
Gm5177|||Gapdh|||Gm12070|||Gapdh-ps15	14.1402
Shprh	6.72736e-12
Fbxo30	0
Epm2a	2.60904
Sf3b5	5.12304
Plagl1|||Hymai	0
Fuca2	2.79221
Adat2	1.44154e-15
Hivep2	0.496913
Nmbr	0
Cited2	0.288656
Txlnb	0
Reps1	2.96126
Nhsl1	4.51952
Perp	0.00028442
Olig3	0.00554099
Ifngr1	0
Il22ra2	0
Il20ra	0.00296011
Map3k5	4.05367
Map7	2.5875
Rpl32l	0.0533723
Bclaf1	4.10652
Mtfr2	0
Ahi1	8.69677
Hbs1l	1.11033
Aldh8a1	5.49227e-12
1700020N01Rik	0
Gm5420	0.312542
Sgk1	4.38087
Raet1d|||Raet1e|||Raet1b|||Raet1a	0.503898
H60b	6.96013e-11
Gm10825	1.33106
Slc2a12	3.13928e-06
Gm37416	3.83405
Slc18b1	2.52663
Vnn3	0
Vnn1	0
Taar1	0.00914649
Taar2	0.215938
Taar3	3.57027
Taar4	0
Taar5	9.08171e-14
Taar7b	0.00105928
Taar7d	4.03952e-13
Taar7e	0.675956
Taar7f	2.42866e-07
Taar8a|||Taar8c|||Taar8b	0
Stx7	7.38148
Moxd1	0.104123
Ctgf	13.6984
Med23	0.874548
Epb41l2	0
Gm9767	1.49835e-09
Samd3	0
Arhgap18	2.21743e-11
Gm10145|||Ube2l3|||Gm10705	9.14819e-12
Ptprk	2.34474
Themis	0
Soga3	4.36054e-07
9330159F19Rik	0.608113
Echdc1	0.0031383
Hddc2	0.692465
Trdn	0.0581782
Sult3a1	0.053674
Rsph4a	9.10108
Trappc3l	0.0202193
Tspyl1	1.27443
Tspyl4	2.6533
Col10a1	1.68089e-11
Frk	0
Hs3st5	0
Hdac2	0.49858
5930403N24Rik	0
Lama4	0.0376113
Tube1	3.35135e-08
Fyn	2.91132e-05
Traf3ip2	0.0573536
Rev3l	1.04153e-06
Rnu3a	1.53436
Cdk19	0.243867
Slc22a16	0
Ddo	4.77633e-07
Mettl24	3.51584e-11
Wasf1	0.0946923
Ak9	0
Zbtb24	1.40646
Mical1	0
Ppil6	4.64256
Cd164	0
Sesn1	0.020185
Snx3	3.58874
Ostm1	0.972419
Sec63	0.020185
Scml4	5.47786e-14
9030612E09Rik	5.8566e-05
Pdss2	6.50735
Bend3	0
Pam16	0.990092
Cd24a	1.90943
F830002L21Rik	1.18032
Rtn4ip1	1.31256e-08
Atg5	0
Prep	8.97806e-10
Popdc3	0
Bves	4.64382
Hace1	0.00296833
Gpx4	0
Ascc3	7.29871e-06
Sim1	6.9194e-14
Lilr4b	1.44154e-14
Lilrb4a	0
Rfx6	0
Vgll2	2.6571e-08
Dcbld1	9.79342e-10
Nepn	0
Nus1	7.95644
Slc35f1	2.84393
Pln	2.00484
Asf1a	9.01337e-09
Msl3l2	4.26487
Gja1	1.54407e-07
Stard6	3.3523
Hsf2	3.4556
Pkib	6.36518
Fabp7	28.4317
Smpdl3a	3.44732
Gcc2	5.13239
Lims1	1.78302e-05
Ranbp2	0
Ccdc138	0.0605782
Sh3rf3	0
Sowahc	0.0029683
P4ha1	8.55265
Pla2g12b	3.17531e-08
Micu1	2.55488
Dnajb12	2.66848
Ascc1	1.95441
Spock2	4.75309
Psap	0.11792
Vsir	0
Pcbd1	4.3583
Tbata	0
Prf1	0
Nodal	0.369563
Lrrc20	0
Npffr1	2.29059
Ppa1	0.444539
Sar1a	2.88308e-15
Tysnd1	2.14971e-08
Aifm2	0
Gm5424|||Ass1	0.225231
Neurog3	0.454748
Tacr2	0
4930507D05Rik	2.10859
Slc25a16	3.65265
Dna2	6.71947e-07
Rufy2	0.594799
Pbld2	1.39863
Pbld1	7.04439e-09
Atoh7	0
Herc4	0
Dnajc12	1.20685e-08
Ctnna3	3.57224
Jmjd1c	0.162965
Egr2	0.38612
Rtkn2	2.76451
Tmem26	3.86621e-08
Rhobtb1	0
Ank3	3.75699
Ccdc6	1.46413
Mrln	2.75294e-11
Slc16a9	6.47526e-07
Fam13c	0.717942
4930533K18Rik	3.05357
Ipmk	4.37368
Zwint	5.375
Pcdh15	14.0897
Gnaz	0
Rab36	12.7603
Bcr	0.882692
Specc1l	3.13264
Adora2a	9.08171e-14
Gm5779	7.73328e-11
Upb1	9.60699e-08
Snrpd3	0.000224162
Ggt1	2.89542e-12
Ggt5	4.63047e-11
Derl3	1.20818e-06
Chchd10	1.56071
Vpreb3	1.08033e-10
Gm5134	0.585498
Zfp280b	4.09703
Slc5a4a	0.734569
S100b	0.910817
2610028H24Rik	4.46878e-14
Mcm3ap	0
Lss	0.00753098
Spatc1l	0.504996
Ftcd	2.88308e-15
Gm10787	0.391141
Slc19a1	0
Pofut2	0
Itgb2	0
Pttg1ip	0
Sumo3	1.10756e-10
Ube2g2	0.288827
Tspear	0.0991327
Gm10272	2.17515e-10
Gm10024	0.217423
Gm10142	4.67716e-12
Krtap12-1	0.00045732
Gm10100	5.13209e-05
Krtap10-10	1.79778
Gm10318|||Krtap10-10|||Gm3285|||Krtap10-4|||Gm9507|||Gm2696|||Gm7137|||Gm3250|||Gm3233|||Gm9639|||Gm3238|||Gm19402|||Gm19668|||Gm9508|||Gm36176|||LOC102640500	6.8134e-07
1700009J07Rik	0.00194765
1810043G02Rik	0.574839
Dnmt3l	0.77583
Icosl	5.2511e-06
Cstb	0
Ilvbl	2.5737
Slc1a6	4.37528
Olfr1355	0.026776
Olfr1354|||Olfr8|||Olfr1355	0.883777
Olfr8	0.563083
Olfr1353	3.75277
Olfr1352	0.680948
Olfr1351	1.9498e-11
Olfr57	0
Vmn2r83	0
Madcam1	0.000549124
Tpgs1	1.14555
Cdc34	4.12298
Gzmm	0.226835
Bsg	6.96591
Hcn2	0.289162
Fgf22	4.78817
Fstl3	1.14972e-08
Palm	1.68021
Misp	0.215669
Ptbp1	1.94879e-11
Prtn3	2.27667
Elane	4.29692e-08
Cfd	1.47125
Kiss1r	0.465357
Arid3a	0
Wdr18	1.01068e-13
Grin3b	0
Cnn2	0.224664
Abca7	0.538944
Arhgap45	4.12901
Stk11	1.66661
Atp5d	1.05016
Midn	4.97571
Cirbp	9.00084
1600002K03Rik	3.78387
Efna2	1.67379e-13
Mum1	0
Ndufs7	2.48116
Dazap1	8.82215
Rps15	4.44952
Apc2	1.15323e-14
Reep6	1.91107e-06
Plk5	1.48992e-07
Onecut3	0
Adat3|||Scamp4	0.445349
Csnk1g2	0.098373
Izumo4	5.43774
Dot1l	7.10078e-06
Sf3a2	0
Amh	0
Oaz1|||Oaz1-ps	0
Sppl2b	0
Tmprss9	2.06104e-11
Gadd45b	0.000171885
Thop1	1.44154e-15
Map2k2	6.5954e-09
Zbtb7a	3.75842e-07
Eef2	6.32256
Snord37	0
Dapk3	6.61254e-07
Zfr2	3.51795e-06
Matk	0.597839
Apba3	0.322996
Pip5k1c	0.0208859
Cactin	8.86543e-10
Tbxa2r	0
Mfsd12	0
Dohh	0.0575374
Smim24	0.925741
Aes	0.051198
Tle2	1.1164
BC025920	0
Ankrd24	2.64403e-11
Gm10778|||Gm4767|||LOC105245236	1.42104e-12
LOC102635133	0
Zfp873	0.0599211
Gm4924	0
Tdg|||Gm9855|||Tdg-ps	0.068267
Hcfc2	0.0201888
Txnrd1	7.61743e-12
1700028I16Rik	1.89816e-11
Eid3	7.05121e-09
Taf10	0
Chst11	0.0877763
D10Wsu102e	0.0488605
Washc4	0.166334
4930463O16Rik	0.223406
Tcp11l2	1.74003e-08
Polr3b	0.00307424
Rfx4	0.695381
Ric8b	3.73621
Tmem263	4.51426
Btbd11	8.30974
Pwp1	0
Ascl4	0
Fbxo7	1.60171e-13
Timp3	0
Gm5174	4.9313
Ttc41	1.12918
Nt5dc3	0.104529
Tex18	0
1700113H08Rik	0.780351
Pah	0
Igf1	0.0216552
Tyms-ps	4.14043e-13
Pmch	0
Nup37	1.09781e-12
Washc3	1.43503
Gnptab	0
Sycp3	12.363
Arl1	10.8934
Slc5a8	0.250408
Uhrf1bp1l	3.69378
Anks1b	3.36369
Gm4184|||Sec61g|||LOC102637269	0.00633791
Ikbip	1.8512
Cdk17	8.11896
Lta4h	5.67267
Hal	2.13923e-11
Ccdc38	0.298722
4933408J17Rik	0.172461
Ntn4	0
Usp44	0.469435
Fgd6	0.390102
Nr2c1	0.328998
Ndufa12	8.91665e-08
Tmcc3	0
Cep83	2.19766
4732465J04Rik	0
Eea1	0
Btg1	0
Dcn	7.72507e-05
Lum	0.507508
Kera	0
Epyc	0
Ccer1	0
Atp2b1	0.788265
Poc1b	0.00303913
Galnt4	7.0579e-05
Dusp6	0
Kitl	6.05357
Gm4312|||Gm4301|||Gm4303|||Gm4305|||Gm4307|||Gm4302|||Gm4340|||Gm21312|||Gm20765|||Gm21293|||Gm6763|||Gm8764|||Gm21304	1.02383
Cep290	2.09126e-10
1700017N19Rik	6.42808e-11
Mgat4c	3.97088
Rassf9	3.41053e-12
Slc6a15	4.00972
Gm21312|||Gm20765|||Gm21293|||Gm6763|||Gm8764|||Gm21304|||Gm4340|||Gm4312|||Gm4301	8.49878
Ccdc59	0.291437
Ppfia2	3.8234
Lin7a	10.5413
Ppp1r12a	0.372337
Pawr	1.34729
E2f7	0
Csrp2	0.021651
Osbpl8	2.37305
Bbs10	2.51711e-08
Nap1l1	2.46264e-08
Gm5176	2.18501e-08
Phlda1	0.486458
Krr1	0
Glipr1l1	0
Glipr1l2	0
Caps2	0
Kcnc2	15.114
Gm26596	0.00573621
Zfc3h1	3.02621
Tspan8	1.34236
Ptprr	1.29739e-14
Ptprb	0
Kcnmb4os1	0.0203948
Kcnmb4os2	1.3109e-06
Rpl29|||Gm8210|||Gm13213|||Gm8580|||Gm10548|||LOC102634483	3.8775
D630029K05Rik	3.31555e-14
Best3	0.319704
Lrrc10	0
Cpm	0.214057
Mdm1	7.08961
Ifng	1.30809
Grip1	5.45211
Tmbim4	0
Llph	0.160668
1700006J14Rik	2.78733e-08
4921513I03Rik	0.398217
Wif1	0
Gns	0.210379
D930020B18Rik	0.108657
BC048403	0.000208975
Avpr1a	7.39956
Ppm1h|||Mir8104	0.0963398
Fam19a2	1.59815
4930503E24Rik	0
Lrig3	6.07801
Ctdsp2|||Mir26a-2	0
Avil	1.17444
Mettl1	2.04519e-07
Cyp27b1	0.155116
Cdk4	5.21935
Agap2	0.0957837
B4galnt1	2.58645
F420014N23Rik	0
Dctn2	1.00908e-14
Ddit3	1.37028
Arhgap9	0
R3hdm2	2.39424
Stac3	0
Ndufa4l2	0.149064
Stat6	5.11821
Nemp1	0
Myo1a	0
Tac2	5.2504e-11
Zbtb39	1.05091e-06
Rdh1	0
Rdh9	0.0227214
Rdh16	0
Rdh18-ps	1.8262e-07
Rdh19	1.47732
Rdh16f2	0.000415858
Sdr9c7	5.89904e-08
Prim1	0
Ptges3	4.48899
Atp5b	8.55089
Mir677	0.0572525
Baz2a	0.24128
Gls2	9.75248
Mip	1.95068e-06
Timeless	0.405355
Apon	0
Apof	6.55174e-10
Stat2	0
Pan2	1.80781
Cnpy2	8.74426e-09
Cs	2.35648
Ankrd52	0.883666
Rnf41	3.65741
Smarcc2	1.48395
Pmel	2.34952
Pym1	1.44154e-15
Mmp19	5.86385e-10
Dnajc14	1.97478e-06
Sarnp	2.79128
Cd63	7.70755
Itga7	0.425095
Olfr9	0.0710815
Olfr763	0
Olfr774	5.82422e-07
Olfr775	0.684692
Olfr776	0.00298517
Olfr804|||Olfr782	2.9473
Olfr780	0.299554
Olfr781	1.32553e-09
Olfr782|||Olfr804	2.9473
Olfr784	2.58457
Olfr785|||Olfr787|||Olfr775|||Olfr774|||Olfr776	7.27844e-05
Olfr786	0.000178179
Olfr787	0
Olfr788	1.62696e-07
Olfr789	0
Olfr790	3.63408
Olfr791	1.99852
Olfr792	0
Olfr794	1.74868
Olfr799	2.11274
Olfr800|||Olfr777	3.58137
Olfr804	0
Olfr808	0
Olfr809	0
Olfr813	5.0391
Olfr820	4.08391e-05
Olfr821	0.000372715
Olfr822	0
Tespa1	0
Ctdsp2	0
Oprm1	0.261743
Gm3213	1.93063e-05
Vip	5.59389e-06
Myct1	0.133826
Esr1	0
Ccdc170	0.0201851
Armt1	0
Akap12	3.30669e-09
Mthfd1l	7.24772
Plekhg1	2.09655e-10
Iyd	0
Ppp1r14c	5.97046
9230019H11Rik	0.520556
Pcmt1	0.00329512
Ginm1	3.75121e-13
LOC102632778	0
Tab2	0.081466
Ust	0
Sash1	0
Samd5	9.15389
Stxbp5	2.05791
Adgb	1.29899e-13
Rab32	0.0163289
Grm1	3.23297
Utrn	1.3715e-05
Stx11	0
Zc2hc1b	0.182079
Ltv1	0
Phactr2	6.8155
Pex3	5.26832
Aig1	7.12842e-12
Adgrg6	3.36284
Vta1	0.0554389
Gje1	0.00357834
Heca|||Abracl	3.07798
Abracl	1.49577
Ect2l	0.00298247
Ccdc28a	1.29739e-14
Hebp2	8.14188e-05
Arfgef3	5.98988
Gm4922	4.32463e-15
Tnfaip3	1.75418e-11
Slc35d3	0.022175
Pex7	4.65293e-09
Pde7b	2.15081
Myb	0
Rpl29|||Gm8210|||Gm13213|||LOC102634483	1.3972
4930444G20Rik	0
E030030I06Rik	1.46129
Tbpl1	0.00214791
Tcf21	6.22454
Eya4	0.18297
Snora33	5.33371e-14
Taar6	0.494732
Taar7a|||Taar7b|||Taar7e|||Taar7d|||Taar7f	0.000479896
Taar8b	0.00273687
Taar8c	0
Taar9	2.66419e-08
Enpp1	1.58603
Enpp3	1.6709
Arg1	1.83099
Akap7	0
Tmem200a	0.020218
L3mbtl3	1.60379
Lama2	0.00430566
4930519F09Rik	2.32548e-11
2310057J18Rik	0.729692
Rnf146	0.0980568
Rspo3	6.41236e-09
Cenpw	0.000541256
Trmt11	7.14842e-09
Hint3	6.01314e-09
Ncoa7	0.371425
Hey2	0
Tpd52l1	0.000350121
Supt4b|||Supt4a	4.97854
Rnf217	1.27479
Nkain2	0
Clvs2	0.00325345
Sult3a2	0
Gapdh|||Gapdh-ps15|||Gm12070|||Gm5069|||Gm6498|||Gm5523|||3000002C10Rik	8.50714
Zufsp	0
Rwdd1	0
Fam26d	0.0035369
Fam26e	3.28779e-06
Fam26f	0.0961056
Dse	2.7629
Nt5dc1	0.0217491
Marcks	0
Rfpl4b	0.0909647
Fam229b	3.47812e-05
Wisp3	0
Mfsd4b2	1.65471e-09
Mfsd4b3	0
Mfsd4b5	0.00928387
Mfsd4b1	9.95465e-13
Slc16a10	0
Rpf2	1.5857e-14
Gtf3c6	0.363124
Cdc40	0.571509
Gpr6	0
Fig4	7.93941e-10
Smpd2	5.84224
Ccdc162	0
Cep57l1	0.00965702
Armc2	9.95123
Gm9855|||Tdg|||Tdg-ps	1.43858e-05
Foxo3	1.48639e-13
Afg1l	1.12284
Nr2e1	0
Sobp	0.138675
Rpl41|||Gm31458	0
1700021F05Rik	0
Qrsl1	0
Crybg1	5.41999e-08
Prdm1	0
Lin28b	2.48324
C130030K03Rik	1.80718
Grik2	7.11438
Fam162b	0
Gprc6a	1.01851
4933411G06Rik	0.183762
Ros1	0
Gopc	1.97618
Zfa-ps	0
Cep85l	1.10788
Mcm9	1.09571
Fam184a	1.56994e-11
Man1a	0
Tbc1d32	0.000239364
Serinc1	0.801857
LOC100504180|||Dux|||Gm9919	1.0212e-05
Dux|||Gm9919|||LOC100504180	0.000254708
Gm4981	0
Edar	1.2962
Sept10	0
Oit3	6.11666e-07
Mcu	0
Ddit4	0.0380014
Anapc16	2.63024e-09
Chst3	0
Cdh23	0
Slc29a3	0
Unc5b	1.25679e-09
Pldi	4.71792
Sgpl1	4.94484e-11
Adamts14	1.69079
Pald1	7.93276e-06
Eif4ebp2	0.864556
H2afy2	0.163218
Col13a1	3.31555e-14
Fam241b	1.13663
Tspan15	0.234237
Hk1	3.31555e-14
Hkdc1	0
Supv3l1	1.95668
Vps26a	0.466676
Srgn	0.5928
Kif1bp	0.407535
Ddx21	0.13033
Ddx50	0
Stox1	1.6174
Ccar1	9.59708
Tet1	2.41357
Hnrnph3	2.07985
Mypn	0.01498
Sirt1	2.91352e-13
Lrrtm3	1.46858
Reep3	2.44234
Ado	0
Zfp365	3.79804
Arid5b	4.95662e-05
Cabcoco1	0.0945228
Cdk1	3.06948e-11
Phyhipl	3.92878
Bicc1	13.8573
Tfam	0
Ube2d1	4.99649
Cisd1	0
1700049L16Rik	7.49602e-14
Rsph14	0.00303377
Gucd1	2.29393
Lrrc75b	1.30493e-10
Susd2	5.04689e-06
Cabin1	11.0514
Ddt	0.913888
Gstt3	0
Gstt1	0
Gstt4	1.72114e-05
Gstt2	19.371
Smarcb1	2.81397e-11
Mmp11	0
Gm867	0
Slc5a4b	2.53933e-06
Prmt2|||Mir678	3.91265
Dip2a	2.02024e-05
Pcnt	2.76306
Ybey	8.79799e-10
Col6a2	0
Col6a1	0.0029675
Pcbp3	3.81934
Col18a1	0.000523467
Adarb1	2.70565
Fam207a	6.28464e-08
Krtap10-4	3.87877
Lrrc3	0.175041
Trpm2	0
Pfkl	2.93716
Aire	0.650818
D10Jhu81e	0.819205
Pwp2	0.00302349
Trappc10	1.52631e-05
Agpat3	0.0599464
Rrp1	6.38069
Pdxk	0.00296038
Syde1	1.98143
Olfr1357	1.44555e-12
Casp14	1.61285e-06
Ccdc105	0
Olfr1356	0
2610008E11Rik	2.32697e-10
Plpp2	1.11159e-08
Mier2	1.32245
Theg	0
C2cd4c	1.82086
Shc2	3.20235e-11
Odf3l2	7.4645e-11
Polrmt	0.983089
Rnf126	1.13316
Prss57	1.91616e-09
Plppr3	3.68102
Med16	3.08054
R3hdm4	0.64627
Tmem259	0.106947
Polr2e	0.741914
Sbno2	8.64925e-15
Cbarp	5.01183
Gamt	5.96887
2310011J03Rik	0.233909
Pcsk4	1.24617
Adamtsl5	2.05238
Mex3d	0.00304486
Mbd3	3.19367e-09
Uqcr11	2.63751e-09
Tcf3	5.85311
Atp8b3	1.38787e-11
Rexo1	1.07798e-06
Klf16	0.00616075
Abhd17a	9.78749e-08
Btbd2	2.0811e-10
Mknk2	0.0519232
Mob3a	0
Ap3d1	1.73424
Plekhj1	2.82742
Jsrp1	0
Lingo3	0
Lsm7	0.291463
Timm13	0
Lmnb2	1.25833e-08
Gng7	2.97118e-13
Diras1	0.0972471
Slc39a3	0
Sgta	0.71977
Creb3l3	0.293253
Pias4	0
Nmrk2	5.76617e-15
Atcay	9.49083
Mrpl54	0.00305951
Tjp3	3.9036e-07
Gipc3	0
Hmg20b	0
4930404N11Rik	0
Fzr1	5.77523
Nfic	0.775132
Celf5	1.96781
Ncln	0.401125
S1pr4	0
Gna15	4.32058
Gna11	6.38251e-12
Tle6	0.0367706
Sirt6	0.598186
Zfp781|||Gm3055|||BC024063	1.31798
Zfp938	0.000484517
LOC102635990	0
Gm1553	0.0244397
1190007I07Rik	0
Glt8d2	0
Nfyb	3.49977
Slc41a2	12.1039
Aldh1l2	5.18955e-14
Appl2	4.15449
Nuak1	0.0979672
Ckap4	6.5272
Fhl4	0
Mterf2	0.168581
Cry1	6.77214
Prdm4	7.142
Rtcb	4.22682
Bpifc	0
Syn3	12.0255
Hsp90b1	13.2153
Fabp3	12.7725
Stab2	0.0341749
Ascl1	2.17179
Igf1os	0.00350982
Parpbp	7.07004
Gm6653	0.21938
Dram1	0
Chpt1	0
Mybpc1	1.98989
Spic	0
Gm4925	5.76617e-15
Utp20	3.02724e-14
Ano4	0
Gas2l3	0.121532
Nr1h4	0.0208793
Slc17a8	1.44314e-13
Scyl2	4.60076e-11
Actr6	9.0553e-09
Apaf1	0
Slc25a3	4.26367e-08
Tmpo	0
Mir135a-2	0
Nedd1	0.00297077
Cfap54	0.026362
Elk3	0
Amdhd1	9.94175e-11
Snrpf|||LOC102638183	0
Metap2	4.41667
Vezt|||Mir331	1.00823e-07
Vezt	6.91078
Gm4792	2.70742e-10
Plxnc1	5.53625
Cradd	3.60385e-14
Mrpl42	4.69762
Nudt4	0.45352
Anapc15	0
Gm10754	0
Phxr2	0
Csl	0.00296033
Tmtc3	0
4930430F08Rik	9.52939e-10
Nts	0
Alx1	9.38607e-10
Lrriq1	9.99789e-13
Tmtc2	0
Mettl25	0
Acss3	0.583676
Myf5	0
Myf6	0
Ptprq	3.22729e-12
Otogl	2.15016e-05
Syt1	3.45369
Gm5136	0.16632
Nav3	1.30627
Zdhhc17	0
Glipr1	0
Atxn7l3b	1.47001
Trhde	4.35022
Tph2	0
Tbc1d15	0.149117
Rab21	3.09624e-05
Tmem19	0.100559
Thap2	2.04199
Lgr5	6.99628e-13
4933416C03Rik	3.10252e-13
Kcnmb4	0
Cnot2	7.80899
Myrfl	1.19334e-05
Rab3ip	0
Cct2	0.0519531
Frs2	6.97882
Yeats4	0.470537
9530003J23Rik	1.0866
Lyz2	1.06466e-12
Lyz1	2.96378
Cpsf6	5.62114
Mdm2	0
Slc35e3	0.00341417
Nup107	0
Rap1b	1.18918
Iltifb	11.7459
Dyrk2	0
Cand1	0
Helb	0
Irak3	4.33824e-12
Hmga2	0.407665
Msrb3	0.226072
Lemd3	0.233026
LOC102642038	0
Tbc1d30	0.474787
Rassf3	1.14003e-08
Tbk1	0.00775509
Xpot	3.4629e-13
Srgap1	0.366178
Tmem5|||Gm9079	0
Mirlet7i	3.8202e-09
Mon2	2.23931
Usp15	0.149298
Slc16a7	2.51218
Atp23	0.0123261
Tsfm	0
Mettl21b	6.61784e-08
March9	0
Tspan31	0.161574
Os9	0.67065
Slc26a10	1.94751e-10
Arhgef25	0.412578
Dtx3	4.35354
Pip4k2c	2.25345e-12
Kif5a	2.10759
Mbd6	1.38548e-05
Mars	0.0347641
Gli1	0
Inhbe	0.00113893
Inhbc	0.00450714
Shmt2	0.0530546
Nxph4	1.32623e-09
Lrp1	1.25603
Nab2	0
Gpr182	6.90164e-08
Rdh7	0.149584
Hsd17b6	0
Rbms2	0.0031269
Spryd4	1.99856
Il23a	8.20056e-07
Coq10a	2.27836
Slc39a5	0.443092
Nabp2	0.404906
Myl6b	0
Esyt1	0
Zc3h10	0.395193
Rpl41|||Gm31458|||Gm31005	0.0524598
Pa2g4	0.0213563
Erbb3	4.66661
Rps26|||Gm6654	9.75586e-10
Ikzf4	2.52718e-07
Suox	1.22691e-13
Cdk2	0.410907
Dgka	0
Rpsa	2.87247
Tmem198b	3.10629
Ormdl2	0.30835
Gdf11	0.309018
Rdh5|||Bloc1s1	3.42638e-12
Mettl7b	0.577194
Olfr765	0.0316479
Olfr767	0
Olfr768	0
Olfr769	3.71345e-05
Olfr770	3.02014e-05
Olfr771	0.00908298
Olfr772	0.586277
Olfr773|||Olfr772	6.45707
Olfr777|||Olfr800	2.95859
Olfr796	0.598035
Olfr798	0
Olfr801	0.661484
Olfr802	0.000126396
Olfr803	2.82018e-11
Olfr805	0.59804
Olfr806	0
Olfr807	0.368436
Olfr810	7.76895e-12
Olfr811	0.694068
Olfr812	0.798311
Olfr814	0
Olfr815	8.59702e-11
Olfr816	7.5045e-08
Olfr818	0.656881
Olfr819|||Olfr247	1.70475e-10
Olfr247|||Olfr819	1.52992e-06
Olfr823|||Olfr824	0
Olfr824|||Olfr823	7.09879e-13
Olfr825	0.379805
Olfr826	0.99431
Olfr827	0.51136
Neurod4	1.93326
Vmn2r84|||Vmn2r86|||Vmn2r85|||Vmn2r87|||Vmn2r121|||Vmn2r123|||Vmn2r89|||Vmn2r122|||Vmn2r88|||Vmn2r-ps159|||Vmn2r16|||Vmn2r17|||Gm14496	0.00212461
Vmn2r86|||Vmn2r87	3.59221
Il22|||Iltifb	22.1938
Pisd-ps1|||Pisd-ps3	0.136841
Eif4enif1	0.00483992
Patz1|||Gm11944	1.14204e-08
Pik3ip1	6.9194e-14
8430429K09Rik	0
Pla2g3	2.39238e-06
Selenom	2.36272e-08
Morc2a	0.803017
Dusp18	0.0383365
Pes1	0
Gal3st1	12.6405
Sec14l4	0.216878
Sec14l3	0
Rnf215	2.39174e-05
Sf3a1	0.859502
Tbc1d10a	5.30443
Gatsl3	0.29534
Osm	6.49174e-13
Lif	0
Ascc2	0.0533397
Zmat5	2.01976e-13
Nipsnap1	5.04548
Thoc5	1.76301e-12
Ap1b1	1.90847
Rasl10a	0.0962393
Rhbdd3	0.293823
Xbp1	0
Ankrd36	0
Dbnl	1.74685
Aebp1	0.0191067
Ykt6	0.160644
Ogdh	4.91414
Zmiz2	0.953911
Ccm2	10.334
Ramp3	0
Adcy1	0.519837
Igfbp1	0.0573032
Gm11992	0.564424
Upp1	0.00292055
Abca13	2.88308e-15
Vwc2	0
Spata48	8.99867e-11
Ikzf1	1.10928
Vstm2a	5.10739
Egfr	0
Fbxo48	0.0208159
Cnrip1	8.95431
Ppp3r1	0.0033012
Wdr92	0.175859
C1d	2.89013e-05
Glul	0
Spred2	10.5344
Rab1a	8.98495
Sertad2	0.909097
Peli1|||Gm40824	1.57641
Vps54	2.11675
Wdpcp	0.000536618
Tmem17	0
Zrsr1	0
Cct4	4.87096
Fam161a	1.99615
Xpo1	7.86623
Usp34	5.3946
Pus10	0.00401916
Bcl11a	4.72327
4933427E13Rik	4.0614e-10
Fancl	1.44154e-14
Gm6899	0
